symbol,name,slug,last_updated,circulating_supply,total_supply,max_supply,cmc_rank,quote_price,quote_volume_24h,quote_volume_change_24h,quote_percent_change_1h,quote_percent_change_24h,quote_percent_change_7d,quote_percent_change_30d,quote_percent_change_60d,quote_percent_change_90d,quote_market_cap,quote_market_cap_dominance,quote_fully_diluted_market_cap,quote_tvl,quote_last_updated,date
BTC,Bitcoin,bitcoin,2025-11-09T11:26:00.000Z,19946421,19946421,21000000,1,102166.5935193074,48357879948.9138,-40.7967,0.44023864,-0.32620608,-7.82071287,-15.91419554,-9.01437023,-15.33822631,2037857886471.977,59.2373,2145498463905.46,,2025-11-09T11:26:00.000Z,2025-11-09 11:26:00+00:00
