date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,change_abs,change_pct,return_simple,return_log,rolling_volatility,drawdown,rolling_max_drawdown,rolling_sharpe,ma_7,ma_30,ma_signal,ma_crossover,vol_regime
2020-05-24,0.6132889986038208,0.6132889986038208,0.5484319925308228,0.5490530133247375,2786816,0.0,0.0,SOL-USD,-0.06423598527908325,-10.474015582428395,,,,0.0,0.0,,,,,0,unknown
2020-05-25,0.5485699772834778,0.6501380205154419,0.5380640029907227,0.6008570194244385,4509580,0.0,0.0,SOL-USD,0.05228704214096069,9.531517273308772,0.09435155593811739,0.09016200149898493,,0.0,0.0,,,,,0,unknown
2020-05-26,0.5991039872169495,0.6123530268669128,0.5664629936218262,0.5733069777488708,2689697,0.0,0.0,SOL-USD,-0.025797009468078613,-4.30593186133093,-0.04585124378168681,-0.04693569073949183,,-0.04585124378168681,-0.04585124378168681,4.673252877166082,,,,0,unknown
2020-05-27,0.5733069777488708,0.6110870242118835,0.5714430212974548,0.5909850001335144,2536916,0.0,0.0,SOL-USD,0.017678022384643555,3.0835177436802743,0.030835177436802752,0.030369325559147963,,-0.01642989758259039,-0.04585124378168681,7.196614422686308,,,,0,unknown
2020-05-28,0.5908839702606201,0.5923979878425598,0.5669479966163635,0.5751550197601318,2662788,0.0,0.0,SOL-USD,-0.01572895050048828,-2.6619355562397033,-0.02678575660940008,-0.02715103255450967,,-0.0427755669542258,-0.04585124378168681,3.9714072583057454,,,,0,unknown
2020-05-29,0.5746989846229553,0.59340500831604,0.5668579936027527,0.5794150233268738,2066857,0.0,0.0,SOL-USD,0.004716038703918457,0.8206102377251501,0.00740670501062235,0.0073794100652766785,,-0.03568568794969562,-0.04585124378168681,4.18112826187051,,,,0,unknown
2020-05-30,0.5813549757003784,0.6024889945983887,0.5670499801635742,0.5879330039024353,2449095,0.0,0.0,SOL-USD,0.006578028202056885,1.1314994241052305,0.01470100054819623,0.014593988355627984,,-0.0215093027196106,-0.04585124378168681,4.849465771157823,0.5795292939458575,,,0,unknown
2020-05-31,0.5879030227661133,0.5939970016479492,0.5692449808120728,0.5700219869613647,1892967,0.0,0.0,SOL-USD,-0.017881035804748535,-3.0414941091163916,-0.030464384244778375,-0.030938068764573702,,-0.051318419301501494,-0.051318419301501494,2.5340904587871793,0.5825248616082328,,,0,unknown
2020-06-01,0.5734720230102539,0.5878390073776245,0.5673480033874512,0.5774949789047241,2159877,0.0,0.0,SOL-USD,0.004022955894470215,0.7015086583218172,0.013110006480970826,0.013024814119794219,,-0.0388811976301664,-0.051318419301501494,3.100863119256575,0.5791874272482735,,,0,unknown
2020-06-02,0.5771420001983643,0.5897250175476074,0.5522940158843994,0.5646690130233765,1295757,0.0,0.0,SOL-USD,-0.012472987174987793,-2.161164353088289,-0.02220965783230422,-0.0224600059903841,,-0.06022731736699449,-0.06022731736699449,1.7558611642842086,0.5779534322874886,,,0,unknown
2020-06-03,0.5646690130233765,0.5910249948501587,0.5644609928131104,0.5866209864616394,877446,0.0,0.0,SOL-USD,0.02195197343826294,3.8875824477646983,0.038875824477647036,0.038139190516195826,,-0.02369287950806631,-0.06022731736699449,3.405146586650192,0.5773300017629351,,,0,unknown
2020-06-04,0.5868669748306274,0.5916399955749512,0.5645179748535156,0.5872989892959595,901641,0.0,0.0,SOL-USD,0.00043201446533203125,0.07361369507233094,0.0011557766427854332,0.0011551092471521203,,-0.022564486542016704,-0.06022731736699449,3.3102425380137537,0.5790648545537677,,,0,unknown
2020-06-05,0.5872989892959595,0.6982790231704712,0.5779250264167786,0.6611549854278564,4322092,0.0,0.0,SOL-USD,0.07385599613189697,12.57553605199182,0.1257553605199182,0.11845424192031286,,0.0,-0.06022731736699449,6.282986928811264,0.5907419919967651,,,0,unknown
