active_cryptocurrencies,total_cryptocurrencies,active_market_pairs,active_exchanges,total_exchanges,eth_dominance,btc_dominance,eth_dominance_yesterday,btc_dominance_yesterday,eth_dominance_24h_percentage_change,btc_dominance_24h_percentage_change,defi_volume_24h,defi_volume_24h_reported,defi_market_cap,defi_24h_percentage_change,stablecoin_volume_24h,stablecoin_volume_24h_reported,stablecoin_market_cap,stablecoin_24h_percentage_change,derivatives_volume_24h,derivatives_volume_24h_reported,derivatives_24h_percentage_change,total_crypto_dex_currencies,today_incremental_crypto_number,past_24h_incremental_crypto_number,past_7d_incremental_crypto_number,past_30d_incremental_crypto_number,today_change_percent,tracked_yearly_number,last_updated,quote_total_market_cap,quote_total_volume_24h,quote_total_volume_24h_reported,quote_altcoin_volume_24h,quote_altcoin_volume_24h_reported,quote_altcoin_market_cap,quote_defi_volume_24h,quote_defi_volume_24h_reported,quote_defi_24h_percentage_change,quote_defi_market_cap,quote_stablecoin_volume_24h,quote_stablecoin_volume_24h_reported,quote_stablecoin_24h_percentage_change,quote_stablecoin_market_cap,quote_derivatives_volume_24h,quote_derivatives_volume_24h_reported,quote_derivatives_24h_percentage_change,quote_total_market_cap_yesterday,quote_total_volume_24h_yesterday,quote_total_market_cap_yesterday_percentage_change,quote_total_volume_24h_yesterday_percentage_change,quote_last_updated,timestamp,date
9331,36489,116648,889,11413,11.994107797569,59.255684033737,12.05131553,59.12995994,-0.057207732431,0.125724093737,17701853872.4765,54372157670.13535,90130725199.2304,-30.867720839815,104954884893.4737,487584985799.3858,282235512945.6115,-46.83773429837,954043564442.1565,954043564442.1565,-43.449083204201,26838737,0,41632,318415,1690240,7.451916e-06,"{'maxIncrementalNumber': 1305553, 'minIncrementalNumber': 2, 'maxIncrementalDate': '2025-07-08T00:00:00.000Z', 'minIncrementalDate': '2025-11-09T00:00:00.000Z'}",2025-11-09T06:38:59.999Z,3427457820861.0977,127895568587.57,517567045827.94,78668744081.81464,371327373949.2896,1396494244142.055,17701853872.4765,54372157670.13535,-30.867720839815,90130725199.2304,104954884893.4737,487584985799.3858,-46.83773429837,282235512945.6115,954043564442.1565,954043564442.1565,-43.449083204201,3456272394714.0767,220236535395.87,-0.8336893208141589,-41.92808729138391,2025-11-09T06:38:59.999Z,2025-11-09T06:40:51.625Z,2025-11-09 06:40:51.625000+00:00
