date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,change_abs,change_pct,return_simple,return_log,rolling_volatility,drawdown,rolling_max_drawdown,rolling_sharpe,ma_7,ma_30,ma_signal,ma_crossover,vol_regime
2020-05-24,208.716064453125,210.59507751464844,202.3703460693359,202.3703460693359,11833299572,0.0,0.0,ETH-USD,-6.345718383789091,-3.040359351550661,,,,0.0,0.0,,,,,0,unknown
2020-05-25,201.9826507568359,206.3614501953125,200.6675567626953,205.3197479248047,10415044124,0.0,0.0,ETH-USD,3.3370971679687784,1.6521702014824349,0.014574278854364575,0.014469094808377278,,0.0,0.0,,,,,0,unknown
2020-05-26,205.2595672607422,205.75254821777344,200.2642822265625,201.90231323242188,10159741290,0.0,0.0,ETH-USD,-3.3572540283203125,-1.6356139073681164,-0.016644452016541522,-0.016784527401939073,,-0.016644452016541522,-0.016644452016541522,-0.8958243532089212,,,,0,unknown
2020-05-27,201.89300537109375,208.86343383789065,201.7850646972656,208.86343383789065,10631034756,0.0,0.0,ETH-USD,6.970428466796903,3.4525358884943826,0.03447766642205541,0.03389662920488624,,0.0,-0.016644452016541522,8.008926621622878,,,,0,unknown
2020-05-28,208.88543701171875,220.27650451660156,206.24266052246097,219.8404235839844,12212469604,0.0,0.0,ETH-USD,10.954986572265653,5.244495130434135,0.05255582341240994,0.05122132403953661,,0.0,-0.016644452016541522,13.691165232866796,,,,0,unknown
2020-05-29,219.925048828125,224.2168731689453,218.2380523681641,220.6751251220703,12265816557,0.0,0.0,ETH-USD,0.7500762939453125,0.34105996472075784,0.0037968519368642983,0.0037896620879967905,,0.0,-0.016644452016541522,12.641617686955916,,,,0,unknown
2020-05-30,220.7172088623047,243.94314575195312,218.7444610595703,242.34559631347656,15027397867,0.0,0.0,ETH-USD,21.628387451171875,9.799139615191867,0.0982007880562834,0.09367319345141743,,0.0,-0.016644452016541522,14.635807180122008,214.4738551548549,,,0,unknown
2020-05-31,242.35137939453125,244.04525756835935,230.0528259277344,230.9757080078125,12234904813,0.0,0.0,ETH-USD,-11.37567138671875,-4.693875238151604,-0.046916009527802616,-0.048052246501847966,,-0.046916009527802616,-0.046916009527802616,8.058727398331442,218.56033543178015,,,0,unknown
2020-06-01,230.8602600097656,248.2362823486328,230.4880523681641,246.99176025390625,13951727936,0.0,0.0,ETH-USD,16.131500244140653,6.987560459066569,0.06934085140049451,0.06704243192287875,,0.0,-0.046916009527802616,10.583132603237722,224.51348005022322,,,0,unknown
2020-06-02,246.82818603515625,252.2220001220703,233.2252960205078,237.21905517578125,13782107567,0.0,0.0,ETH-USD,-9.609130859375,-3.8930443940492077,-0.03956692752858926,-0.040370979085289166,,-0.03956692752858926,-0.046916009527802616,7.307474498235355,229.55872889927454,,,0,unknown
